acousticness,danceability acousticness,acousticness^2,danceability acousticness^2,acousticness^3
-0.258508,-1684.8993062720006,0.066826386064,435.5599498657623,-0.017275155408632514
-0.232756,-943.097519232,0.054175355535999996,219.51160618636337,-0.012609639053137214
-0.43083772,-3173.9987167488,0.18562114097479837,1367.4783704069787,-0.0799725891613807
-0.234754,-634.128772992,0.055109440515999995,148.86426597496396,-0.012937161598893063
-0.4200352,-2501.3196968447996,0.17642956923904,1050.642319128145,-0.07410662940123401
-0.408358,-555.716434448,0.166756256164,226.93125173831638,-0.06809625125461871
-0.345532,-2174.3223057600003,0.119392363024,751.2979349538643,-0.04125388198040877
-0.358408,-1554.905798144,0.128456294464,557.2906773011948,-0.046039763586253314
-0.25984,-1733.4612377600001,0.06751682560000001,450.42256801955847,-0.017543571963904003
-0.4208344,-2041.0333732991999,0.17710159222336,858.9370550323448,-0.07453044230236237
-0.302908,-1921.59988672,0.09175325646400001,582.0679784865819,-0.027792795408997317
-0.236974,-1631.835192464,0.056156676675999995,386.7025128989639,-0.013307672298618423
-0.3091239999999999,-1685.8559573439995,0.09555764737599994,521.1385369580063,-0.029539162187458595
-0.227206,-1136.8134062880001,0.051622566435999995,258.29082678907133,-0.011728956829657815
-0.378166,-3006.5195358240003,0.143009523556,1136.9634667844189,-0.054081339485078296
-0.27094,-1466.5245243200002,0.0734084836,397.34015461926083,-0.019889294546584002
-0.379054,-2823.533824384,0.143681934916,1070.2717902680527,-0.05446321215764947
-0.226096,-812.0084094719999,0.051119401216,183.5918533479813,-0.011557892137332736
-0.37084,-2663.69328576,0.1375223056,987.8040180912385,-0.050998771808704005
-0.4245196,-2671.3659965280003,0.18021689078416,1134.047224299668,-0.07650560238893529
-0.43276024,-2342.41346833472,0.18728142532485761,1013.7034147357659,-0.08104795457112746
-0.40414,-2427.3392017599995,0.1633291396,980.9848649992862,-0.066007838477944
-0.38083,-1601.52420216,0.1450314889,609.9084619085928,-0.055232341917787
-0.3148959999999999,-2210.3028881919995,0.09915949081599994,696.0155382801076,-0.031224927019995106
-0.4285156,-1859.0583665408,0.18362561944336,796.6355113732509,-0.07868644249114308
-0.2203239999999999,-714.6305882559998,0.04854266497599996,157.45026972691483,-0.01069511411817221
-0.379054,-2272.7895894079993,0.143681934916,861.5099850234599,-0.05446321215764947
-0.338428,-2559.005723744,0.114533511184,866.0391890752345,-0.038761347122978754
-0.219436,-1609.857981984,0.04815215809599999,353.260796134641,-0.010566316963953853
-0.4243198,-2296.7276624144,0.18004729267204003,974.5470223701459,-0.07639763121714149
-0.230758,-1473.336294144,0.053249254563999995,339.9841365640811,-0.01228769148467951
-0.289588,-1837.0999379200002,0.083861209744,532.002096822377,-0.024285200007345475
-0.267388,-1605.9815273919996,0.071496342544,429.420188646292,-0.019117264040155072
-0.4217224,-2942.8733730176,0.17784978266176,1241.0756217650776,-0.0750032371835958
-0.408136,-2405.403389952,0.166574994496,981.7317179614494,-0.06798525195361946
-0.278488,-1692.5965943040003,0.07755556614400001,471.3678403545325,-0.021598294504310278
-0.321112,-1163.1087663360001,0.10311291654400001,373.48818217568567,-0.03311079485727693
-0.225208,-1403.3359079040001,0.050718643263999996,316.04247314724404,-0.011422244212198911
-0.258064,-575.631364864,0.066597028096,148.5497325422633,-0.017186295458566144
-0.218548,-610.477996128,0.047763228304,133.41874509778214,-0.010438558019382592
-0.43237174,-1880.211748564,0.1869453215506276,812.9504252950591,-0.08082987396370435
-0.349528,-2431.93193728,0.122169822784,850.0283061736038,-0.042701773818045956
-0.28204,-1203.3924777600002,0.07954656160000001,339.4048144274305,-0.022435312233664004
-0.268498,-1912.1009890560001,0.072091176004,513.3952913595579,-0.019356336574721994
-0.2591739999999999,-2150.6652464479994,0.06717116227599995,557.3965145829136,-0.017409018811720006
-0.397036,-2612.169722336,0.157637585296,1037.125417877396,-0.06258779631558266
-0.4133308,-1966.578346704,0.17084235022864,812.8474013058417,-0.07061440529388395
-0.4267396,-1449.6446629504003,0.18210668620816,618.6207836095887,-0.07771213442979572
-0.42967,-2409.21812512,0.1846163089,1035.1687518203105,-0.079324089445063
-0.298468,-1792.6537261119995,0.08908314702400001,535.0497723251964,-0.026588468725959238
-0.421789,-2576.4997936560003,0.17790596052100002,1086.7392714663706,-0.07503877718219208
-0.262504,-1383.2595779200005,0.06890835001600001,363.11117224231185,-0.018088717512600067
-0.322666,-1908.2776999359999,0.104113347556,615.7363323275493,-0.033593837402504295
-0.240082,-719.760074032,0.057639366723999996,172.80143809375062,-0.013838174441831367
-0.307792,-2226.5747150079997,0.094735915264,685.3218846817423,-0.02915895683093709
-0.340648,-2718.69806208,0.116041059904,926.1190574514278,-0.03952915497417779
-0.384382,-2080.555214096,0.147749521924,799.7279743046487,-0.056792256736190976
-0.389488,-1578.155521536,0.151700902144,614.6726377720136,-0.05908568097426228
-0.432972472,-2108.762982747904,0.18746516150979078,913.0363215024533,-0.08116725439277336
-0.268276,-1394.460016256,0.07197201217600001,374.1001553210947,-0.019308363538528578
-0.333766,-1229.43373632,0.11139974275600001,410.3431804365811,-0.0371814465406991
-0.3775,-2066.4803,0.14250625,780.09631325,-0.053796109375
-0.265612,-1576.29035072,0.07054973454400001,418.68163263544074,-0.018738856091700933
-0.429337,-4067.8959463840006,0.184330259569,1746.4982419326675,-0.07913980065257577
-0.4281604,-3049.1323001088,0.18332132812816,1305.5177052675037,-0.07849093317988423
-0.244744,-1069.302199616,0.05989962553599999,261.7052975428183,-0.014660073952182781
-0.3775,-2124.4190000000003,0.14250625,801.9681725,-0.053796109375
-0.228538,-1337.565266752,0.052229617443999996,305.6844909329686,-0.01193645231141687
-0.24541,-1478.9996856799999,0.060226068099999995,362.96131286272873,-0.014780079372420998
-0.393262,-2752.318040256,0.154655000644,1082.382097147155,-0.06081993486326073
-0.4279606,-2671.124644112,0.18315027515236001,1143.1361053689582,-0.0783811016443691
-0.4286266,-2267.4107109104,0.18372076222756,971.8725438211078,-0.07874760566300748
-0.4096899999999999,-2435.5218344799996,0.16784589609999992,997.8089403681108,-0.06876478517320894
-0.4211452,-3029.3378535392,0.17736327948304,1275.791096196337,-0.07469569381054078
-0.253624,-1928.1450106240002,0.064325133376,489.0238501745014,-0.016314397627354624
-0.403696,-1590.2877267200001,0.162970460416,641.9927941259572,-0.06579052298809754
-0.256954,-1459.1800970400002,0.06602535811600001,374.94216265481623,-0.016965479869338666
-0.4263399999999999,-2490.8795124799994,0.1817657955999999,1061.9615713507226,-0.07749402929610394
-0.4235872,-2409.7841921023996,0.17942611600384,1020.7537385369177,-0.07600260608494178
-0.25873,-884.2066702400002,0.0669412129,228.77079179119528,-0.017319700013617004
-0.296914,-1026.8521282240001,0.08815792339600001,304.88677279950076,-0.02617532166719995
-0.405028,-2863.674328736,0.164047680784,1159.8682860192846,-0.06644390405258195
-0.4150624,-2331.5582437632,0.17227679589376,967.7421603961388,-0.07150562036797417
-0.390376,-1709.5720552959997,0.152393421376,667.3759006582312,-0.05949073426307738
-0.217438,-562.880880848,0.04727928384399999,122.3916929698274,-0.010280312920471671
-0.370396,-1424.999343872,0.137193196816,527.8140569728133,-0.05081581132785914
-0.247852,-778.558650848,0.061430613903999995,192.9673187299785,-0.015225700517334207
-0.223432,-1559.158544768,0.049921858624,348.36591197460376,-0.011154140716077567
-0.24985,-1710.2752188000002,0.062425022499999996,427.3122634171801,-0.015596891871624998
-0.4212118,-1892.0193814064,0.17741938045924002,796.9408892770764,-0.07473113659812132
-0.415906,-2846.9630784480005,0.172977800836,1184.0690261049942,-0.07194250523449741
-0.22321,-1580.44822624,0.0498227041,352.77184857903035,-0.011120925782161
-0.343978,-2206.778475792,0.118320864484,759.0832465459806,-0.04069977432347736
-0.4240978,-2850.9652290672,0.17985894396484003,1209.0880815238959,-0.07627778244581195
-0.296692,-0.0,0.08802614286400001,0.0,-0.026116652378605894
-0.4096899999999999,-3252.951710079999,0.16784589609999992,1332.7017861026745,-0.06876478517320894
-0.4284046,-2424.0400345616,0.18353050130116003,1038.4699013903485,-0.07862531099772295
-0.251626,-1511.3120551839997,0.06331564387600001,380.28540719772917,-0.01593186220594238
-0.2998,-803.6990432,0.08988004000000001,240.94897315136004,-0.026946035992000003
-0.36751,-3053.41420384,0.13506360010000001,1122.1602540532385,-0.04963722367275101
-0.39193,-2694.8730547200003,0.1536091249,1056.2015963364097,-0.060204024322057
-0.331546,-2130.413806016,0.109922750116,706.3301757293807,-0.03644444810995934
-0.405028,-2084.555987488,0.164047680784,844.3035425002897,-0.06644390405258195
-0.4270282,-1887.5602983168,0.18235308359524002,806.0414765816863,-0.07786990905212487
-0.214996,-1733.4731887360003,0.046223280016,372.6898016854851,-0.009937820310319935
-0.246964,-373.986475904,0.060991217295999996,92.36119603515544,-0.015062634988289343
-0.405472,-2219.60238464,0.164407542784,899.98661810475,-0.06666265518771404
-0.428893,-2207.381887528,0.183949205449,946.7306398875465,-0.07889452657263797
-0.28093,-1790.79839848,0.07892166490000001,503.08899408498644,-0.022171463320357004
-0.354856,-1292.595626752,0.125922780736,458.6853137267077,-0.04468445428085401
-0.26539,-1444.63029536,0.07043185210000001,383.39043408559047,-0.018691909228819005
-0.4286488,-3587.6944386688,0.18373979374144,1537.8609159020548,-0.07875984209951577
-0.246964,-811.146343008,0.060991217295999996,200.3239454546277,-0.015062634988289343
-0.321112,-1577.09663232,0.10311291654400001,506.42465379753986,-0.03311079485727693
-0.405916,-1927.146285568,0.164767799056,782.2595116526203,-0.0668818859216153
-0.43088656,-2592.392793768959,0.18566322758863357,1117.027213075896,-0.07999978945416342
-0.368176,-3062.714764416,0.135553566976,1127.6180711036252,-0.049907570074955776
-0.4243642,-2088.5474518064,0.18008497424164002,886.3047685478617,-0.07642161602607418
-0.34753,-1809.96682264,0.1207771009,629.0177698720792,-0.041973665875777
-0.400366,-2941.319246816,0.160292933956,1177.6042215707346,-0.0641758407962279
-0.4258294,-2962.818766144,0.18133067790436003,1261.65533749584,-0.07721593377360689
-0.291808,-1077.8663836160001,0.08515190886400001,314.53003367021773,-0.024848008221786115
-0.224098,-1114.3837776960002,0.050219913603999994,249.7311758141182,-0.01125418219882919
-0.23209,-1586.3295798400002,0.053865768099999996,368.17123218506566,-0.012501706118328999
-0.271162,-1517.6676824480003,0.073528830244,411.5338041079646,-0.01993822466662353
-0.241858,-687.964113568,0.058495292164,166.38962457932934,-0.014147554372200711
-0.23209,-410.83086424,0.053865768099999996,95.34973528146159,-0.012501706118328999
-0.4270726,-1459.5154856288004,0.18239100567076003,623.3190731877545,-0.07789420100842623
-0.43261372,-805.62365211328,0.18715463073223837,348.52384506071184,-0.08096566101629996
-0.4275166,-1671.0016431584,0.18277044327556002,714.3809410774925,-0.0781373984896603
-0.296692,-1860.916309472,0.08802614286400001,552.1189816898667,-0.026116652378605894
-0.252958,-1206.132075296,0.06398774976400001,305.1007575027256,-0.016186213204801916
-0.40192,-1928.73691136,0.1615396864,775.1979394138111,-0.064926030757888
-0.404362,-2068.715992,0.163508627044,836.5101359571039,-0.06611667544876593
-0.287146,-1524.8624155680002,0.08245282531600001,437.858143180689,-0.023675998978188142
-0.39526,-2369.9599875199992,0.1562304676,936.750384667155,-0.061751654623576
-0.221878,-839.99460752,0.049229846884,186.37632352732257,-0.010923019966928151
-0.298468,-2055.291239648,0.08908314702400001,613.4386657152594,-0.026588468725959238
-0.274714,-615.581328912,0.07546778179600001,169.1088091907312,-0.02073205620830635
-0.30091,-1345.48415944,0.0905468281,404.8696384170904,-0.027246446043571
-0.376168,-2655.7761734399996,0.141502364224,999.0180116105778,-0.05322866134541363
-0.397258,-2621.75978712,0.157813918564,1041.515049511717,-0.06269284166089752
-0.24097,-1740.7171582399994,0.0580665409,419.46061362109265,-0.013992294360672999
-0.397924,-3383.465003808,0.158343509776,1346.3619281752947,-0.06300868278410503
-0.254068,-1666.3588404160002,0.064550548624,423.3684578668123,-0.016400228787802434
-0.329548,-1537.6024220160002,0.108601884304,506.71380297052883,-0.035789533768614594
-0.227872,-720.460167936,0.051925648383999996,164.1726993879122,-0.011832401348558846
-0.252292,-1972.229132416,0.06365125326400001,497.5776322754975,-0.01605870198848109
-0.21211,-1232.7358073599999,0.0449906521,261.4755920991296,-0.009542967216931
-0.301354,-1128.544210848,0.09081423331600001,340.09131211588823,-0.027367232466709867
-0.213886,-984.8166984000003,0.045747220995999996,210.63850435398246,-0.009784690109950455
-0.397924,-2202.713077088001,0.158343509776,876.5123984871656,-0.06300868278410503
-0.406582,-1156.520872672,0.165308922724,470.2205694527271,-0.06721163241896937
-0.260062,-854.1663572640001,0.067632243844,222.1362112027904,-0.01758857659855833
-0.4211452,-2206.2887354368004,0.17736327948304,929.1679107432785,-0.07469569381054078
-0.4292482,-3008.566293944001,0.18425401720324003,1291.4216662561332,-0.07909070522725982
-0.213442,-681.388825728,0.045557487364,145.43699374103576,-0.009723881217946886
-0.407248,-1887.6335758080006,0.165850933504,768.7349984806566,-0.06754246096763698
-0.266944,-701.9623490560002,0.07125909913600001,187.38463730640493,-0.019022188959760388
-0.299578,-1615.403664592,0.089746978084,483.9393990311422,-0.026886220200448556
-0.388156,-3498.990341152,0.150665080336,1358.1540948601958,-0.05848155492290042
-0.358408,-1195.517193856,0.128456294464,428.4829264155413,-0.046039763586253314
-0.283816,-1713.36313408,0.08055152185600001,486.2798712620493,-0.022861810727082498
-0.287146,-1733.4659444800002,0.08245282531600001,497.75781209365414,-0.023675998978188142
-0.31645,-2357.2031392,0.10014060250000001,745.9369333998401,-0.031689493661125
-0.256288,-1368.860861952,0.065683538944,350.8226125879542,-0.016833902828879872
-0.226984,-1358.6626684799996,0.051521736256,308.3946871422642,-0.011694609782331902
-0.253624,-1538.882895424,0.064325133376,390.2976354690166,-0.016314397627354624
-0.30535,-1324.7206688,0.0932386225,404.5034562180801,-0.028470413380375002
